price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area,price_per_m2,kecamatan,kabupaten,loc_encoded
750000000.0,https://www.rumah123.com/properti/sleman/hos17113067/,Rumah Luas dalam Perumahan 12 menit ke Ringroad Maguwoharho,"Ngemplak, Sleman",4.0,2.0,1.0,140.0,90.0,8333333.333333333,Ngemplak,Sleman,37
1850000000.0,https://www.rumah123.com/properti/sleman/hos17166400/,Rumah Cluster Belakang Taman Palagan Asri,"Ngaglik, Sleman",4.0,4.0,2.0,166.0,200.0,9250000.0,Ngaglik,Sleman,36
745000000.0,https://www.rumah123.com/properti/bantul/hos17166375/,Dijual Rumah Murah  Bangunan Kokoh kontruksi bagus dak beton,"Piyungan, Bantul",3.0,1.0,3.0,209.0,180.0,4138888.888888889,Piyungan,Bantul,42
1700000000.0,https://www.rumah123.com/properti/sleman/hos17166329/,Rumah Furnished 2 Lantai dekat SD Model,"Depok, Sleman",4.0,3.0,2.0,169.0,125.0,13600000.0,Depok,Sleman,12
455000000.0,https://www.rumah123.com/properti/yogyakarta/hos17166296/,Rumah Baru 400 Jutaan Tamanan Banguntapan,"Umbulharjo, Yogyakarta",2.0,1.0,1.0,61.0,45.0,10111111.111111112,Umbulharjo,Yogyakarta,60
1100000000.0,https://www.rumah123.com/properti/sleman/hos17166238/,Rumah Cantik terawat Utara Stadion Maguwo,"Ngaglik, Sleman",4.0,3.0,2.0,171.0,150.0,7333333.333333333,Ngaglik,Sleman,36
850000000.0,https://www.rumah123.com/properti/sleman/hos17166237/,"Rumah Murah Siap Huni, Free Kitchen Set Di Godean, Sleman","Godean, Sleman",3.0,2.0,1.0,135.0,80.0,10625000.0,Godean,Sleman,15
3500000000.0,https://www.rumah123.com/properti/sleman/hos17166212/,Rumah besar strategis Condongcatur,"Depok, Sleman",7.0,7.0,2.0,349.0,400.0,8750000.0,Depok,Sleman,12
1300000000.0,https://www.rumah123.com/properti/yogyakarta/hos17166150/,Jual Rumah di Wirosaban Yogyakarta Dekat UAD,"Umbulharjo, Yogyakarta",3.0,2.0,1.0,134.0,200.0,6500000.0,Umbulharjo,Yogyakarta,60
1850000000.0,https://www.rumah123.com/properti/sleman/hos17166124/,Rumah baru Desain Modern Jalan Kaliurang KM 12,"Ngaglik, Sleman",4.0,3.0,2.0,135.0,165.0,11212121.212121213,Ngaglik,Sleman,36
2000000000.0,https://www.rumah123.com/properti/sleman/hos17166074/,Kost 14 kamar dekat Lottemart Maguwo,"Depok, Sleman",14.0,14.0,2.0,196.0,230.0,8695652.173913043,Depok,Sleman,12
1400000000.0,https://www.rumah123.com/properti/sleman/hos17166035/,RUMAH BARU MAGUWOHARJO DEPOK SLEMAN DEKAT LOTTTE MART BANDARA,"Depok, Sleman",3.0,2.0,2.0,205.0,150.0,9333333.333333334,Depok,Sleman,12
765000000.0,https://www.rumah123.com/properti/sleman/hos17166034/,Homestay Dalam Perumahan Sidoarum,"Gamping, Sleman",3.0,2.0,2.0,109.0,80.0,9562500.0,Gamping,Sleman,13
2200000000.0,https://www.rumah123.com/properti/sleman/hos17166029/,"Dijual Rumah Mewah Di Sleman Dekat Upn, Fasilitas Lengkap","Condong Catur, Sleman",3.0,3.0,1.0,139.0,125.0,17600000.0,Condong Catur,Sleman,9
1950000000.0,https://www.rumah123.com/properti/sleman/hos17165928/,"Dijual Rumah 2 Lantai Mewah, Lokasi Startegis Dekat Kampus Rs","Depok, Sleman",3.0,3.0,1.0,128.0,188.0,10372340.425531914,Depok,Sleman,12
1080000000.0,https://www.rumah123.com/properti/sleman/hos17165912/,Rumah Baru Modern Jalan Kaliurang Km 13,"Ngaglik, Sleman",3.0,2.0,2.0,147.0,85.0,12705882.352941176,Ngaglik,Sleman,36
969000000.0,https://www.rumah123.com/properti/sleman/hos17165879/,Rumah Baru dalam Perumahan Jakal km 13,"Ngaglik, Sleman",3.0,3.0,2.0,102.0,100.0,9690000.0,Ngaglik,Sleman,36
2100000000.0,https://www.rumah123.com/properti/sleman/hos17165802/,RUMAH DEKAT UGM COCOK UNTUK HUNIAN & INVESTASI,"Depok, Sleman",3.0,3.0,1.0,139.0,100.0,21000000.0,Depok,Sleman,12
3200000000.0,https://www.rumah123.com/properti/sleman/hos17165798/,Rumah Furnished dalam Perumahan Palagan,"Ngaglik, Sleman",5.0,5.0,2.0,204.0,200.0,16000000.0,Ngaglik,Sleman,36
2100000000.0,https://www.rumah123.com/properti/sleman/hos17165780/,RUMAH DEKAT KAMPUS UGM COCOK UNTUK HUNIAN & INVESTASI,"Depok, Sleman",3.0,3.0,1.0,139.0,100.0,21000000.0,Depok,Sleman,12
1300000000.0,https://www.rumah123.com/properti/sleman/hos17165762/,Rumah Baru dalam Cluster Jakal km 13,"Ngaglik, Sleman",3.0,2.0,2.0,156.0,85.0,15294117.647058824,Ngaglik,Sleman,36
900000000.0,https://www.rumah123.com/properti/bantul/hos17165722/,Rumah Baru Strategis Pinggir Jalan Nitiprayan Dalam Ringroad,"Kasihan, Bantul",3.0,2.0,2.0,111.0,70.0,12857142.857142856,Kasihan,Bantul,26
2480000000.0,https://www.rumah123.com/properti/sleman/hos17165619/,"Beli Rumah, Dapatkan Bonus Satu Unit Lagi di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,192.0,135.0,18370370.37037037,Sleman,Sleman,55
2450000000.0,https://www.rumah123.com/properti/sleman/hos17165614/,"Beli Rumah, Dapatkan Rumah Bonus Gratis di Sleman Jogja","Gamping, Sleman",4.0,3.0,1.0,187.0,135.0,18148148.14814815,Gamping,Sleman,13
2650000000.0,https://www.rumah123.com/properti/sleman/hos17165612/,"Beli Rumah, Dapatkan Bonus Satu Rumah Lagi di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,213.0,135.0,19629629.62962963,Sleman,Sleman,55
2430000000.0,https://www.rumah123.com/properti/sleman/hos17165604/,"Beli Rumah Sekarang, Gratis Satu Unit Lagi di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,192.0,135.0,18000000.0,Sleman,Sleman,55
2490000000.0,https://www.rumah123.com/properti/sleman/hos17165601/,Deal Istimewa Beli Rumah Gratis Satu Unit di Sleman Jogja,"Sleman, Sleman",4.0,3.0,1.0,200.0,135.0,18444444.444444444,Sleman,Sleman,55
1200000000.0,https://www.rumah123.com/properti/sleman/hos17165591/,Rumah baru dalam cluster dekat Jombor,"Mlati, Sleman",3.0,2.0,2.0,100.0,88.0,13636363.636363637,Mlati,Sleman,34
2250000000.0,https://www.rumah123.com/properti/sleman/hos17165549/,KOS EXCLUSIVE sebelah RS JIH Condong Catur,"Depok, Sleman",10.0,10.0,2.0,100.0,160.0,14062500.0,Depok,Sleman,12
1450000000.0,https://www.rumah123.com/properti/sleman/hos15830839/,Dalam Perumahan Condongcatur Utara Kampus Upn Jogja,"Condong Catur, Sleman",3.0,3.0,1.0,150.0,95.0,15263157.894736841,Condong Catur,Sleman,9
450000000.0,https://www.rumah123.com/properti/bantul/hos16025946/,Rumah Dekat Kotagede di Pleret Bantul Proses Bangun,"Plered, Bantul",2.0,1.0,2.0,97.0,45.0,10000000.0,Plered,Bantul,44
845000000.0,https://www.rumah123.com/properti/yogyakarta/hos16384360/,Dijual Rumah 2 Lantai Di Wirosaban Dekat Kampus Uad Pusat Rsud,"Umbulharjo, Yogyakarta",2.0,2.0,2.0,60.0,65.0,13000000.0,Umbulharjo,Yogyakarta,60
1800000000.0,https://www.rumah123.com/properti/sleman/hos17165416/,Rumah Dalam Perumahan Grand Tlogoadi,"Mlati, Sleman",3.0,2.0,2.0,134.0,90.0,20000000.0,Mlati,Sleman,34
3500000000.0,https://www.rumah123.com/properti/sleman/hos14697093/,"Dijual Rumah Mewah Pogung, Belakang Kampus Ugm Jogja","Mlati, Sleman",4.0,5.0,1.0,288.0,400.0,8750000.0,Mlati,Sleman,34
299000000.0,https://www.rumah123.com/properti/sleman/hos16162903/,Rumah Murah Di Jogja Bisa Kpr Tanpa Bank Dp Ringan Dekat Umy,"Gamping, Sleman",2.0,1.0,1.0,60.0,30.0,9966666.666666666,Gamping,Sleman,13
1380000000.0,https://www.rumah123.com/properti/sleman/hos15786924/,Dijual Rumah Berbah Jogja Ada Jacuzzi Dekat Ambarrukmo,"Berbah, Sleman",3.0,2.0,1.0,107.0,100.0,13800000.0,Berbah,Sleman,4
1200000000.0,https://www.rumah123.com/properti/yogyakarta/hos15689498/,"Rumah Dijual Wedomartani Jogja, Siap Huni Dekat Jogja Bay","Sleman, Yogyakarta",4.0,5.0,1.0,128.0,250.0,4800000.0,Sleman,Yogyakarta,56
750000000.0,https://www.rumah123.com/properti/sleman/hos14713960/,DIJUAL KOSAN FULL PENGHUNI di Jl. Angga Jaya 2 Concat Lantai SHM,"Condong Catur, Sleman",7.0,2.0,1.0,60.0,120.0,6250000.0,Condong Catur,Sleman,9
750000000.0,https://www.rumah123.com/properti/sleman/hos17165135/,CANTIK MINIMALIS HALAMAN LUAS MAGUWOHARJO,"Depok, Sleman",2.0,1.0,2.0,166.0,36.0,20833333.333333332,Depok,Sleman,12
1650000000.0,https://www.rumah123.com/properti/yogyakarta/hos17165122/,"Rumah Tajem Maguwo, Dekat Lotte Mart Jogja","Maguwoharjo, Yogyakarta",3.0,3.0,1.0,200.0,135.0,12222222.222222222,Maguwoharjo,Yogyakarta,31
499000000.0,https://www.rumah123.com/properti/sleman/hos17165105/,Rumah Moderen Dilokasi Nyaman Dekat Ibarbo Park Sleman,"Mlati, Sleman",2.0,1.0,1.0,120.0,36.0,13861111.111111112,Mlati,Sleman,34
1600000000.0,https://www.rumah123.com/properti/sleman/hos17165072/,Rumah cluster dekat Hotel Hyatt Palagan,"Ngaglik, Sleman",4.0,3.0,2.0,118.0,140.0,11428571.42857143,Ngaglik,Sleman,36
1450000000.0,https://www.rumah123.com/properti/sleman/hos17165069/,Rumah Cantik Full Furnished Harga Terjangakau Di Sleman Jogja,"Ngemplak, Sleman",3.0,2.0,1.0,100.0,85.0,17058823.529411763,Ngemplak,Sleman,37
1500000000.0,https://www.rumah123.com/properti/yogyakarta/hos17164975/,Rumah dalam Perumahan dekat Giwangan,"Umbulharjo, Yogyakarta",4.0,3.0,2.0,204.0,100.0,15000000.0,Umbulharjo,Yogyakarta,60
1850000000.0,https://www.rumah123.com/properti/sleman/hos17164955/,Rumah Terbaru Full Furnish Dekat Stadion Maguwo Jogja,"Ngemplak, Sleman",3.0,2.0,2.0,116.0,115.0,16086956.52173913,Ngemplak,Sleman,37
1600000000.0,https://www.rumah123.com/properti/sleman/hos17164910/,Rumah Baru samping  jogjabay waterpark,"Depok, Sleman",4.0,4.0,2.0,126.0,130.0,12307692.307692308,Depok,Sleman,12
1670000000.0,https://www.rumah123.com/properti/sleman/hos17164838/,Rumah Kontemporer Wedomartani Maguwoharjo,"Depok, Sleman",4.0,2.0,2.0,162.0,120.0,13916666.666666666,Depok,Sleman,12
2360000000.0,https://www.rumah123.com/properti/sleman/hos17164777/,"Beli Rumah Sekarang, Dapatkan Bonus Rumah di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,182.0,135.0,17481481.48148148,Sleman,Sleman,55
2460000000.0,https://www.rumah123.com/properti/sleman/hos17164776/,Promo Beli Rumah Gratis Satu Unit di Sleman Jogja,"Sleman, Sleman",4.0,3.0,1.0,196.0,135.0,18222222.222222224,Sleman,Sleman,55
2430000000.0,https://www.rumah123.com/properti/sleman/hos17164774/,"Beli Rumah, Dapatkan 1 Rumah Lagi di Sleman Jogja","Gamping, Sleman",4.0,3.0,1.0,192.0,135.0,18000000.0,Gamping,Sleman,13
2400000000.0,https://www.rumah123.com/properti/sleman/hos17164773/,"Hemat Besar Beli Rumah, Gratis Rumah Lainnya di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,187.0,136.0,17647058.82352941,Sleman,Sleman,55
1590000000.0,https://www.rumah123.com/properti/sleman/hos17164764/,"Rumah Baru Modern Furnish Jakal Km.7,5","Ngaglik, Sleman",3.0,3.0,1.0,90.0,115.0,13826086.956521738,Ngaglik,Sleman,36
576000000.0,https://www.rumah123.com/properti/sleman/hos14679971/,Timur Uii Kaliurang Kavling SHM Siap Bangun,"Ngemplak, Sleman",3.0,2.0,1.0,144.0,80.0,7200000.0,Ngemplak,Sleman,37
2540000000.0,https://www.rumah123.com/properti/sleman/hos17164684/,"Beli Satu Rumah, Dapatkan Yang Lain Gratis di Sleman Jogja","Sleman, Sleman",4.0,3.0,1.0,200.0,135.0,18814814.814814813,Sleman,Sleman,55
3300000000.0,https://www.rumah123.com/properti/sleman/hos17164634/,"Dijual Rumah Kost 40 Kamar Dekat Kampus Ugm, Depok, Sleman","Depok, Sleman",40.0,42.0,1.0,110.0,400.0,8250000.0,Depok,Sleman,12
995000000.0,https://www.rumah123.com/properti/sleman/hos17164617/,Rumah baru dekat Ambarukmo Plasa,"Depok, Sleman",3.0,2.0,1.0,109.0,75.0,13266666.666666666,Depok,Sleman,12
410000000.0,https://www.rumah123.com/properti/sleman/hos17161043/,"Rumah Murah di Perum Griya Purwo Asri, Purwomartani, Lokasi Bagus, .","Kalasan, Sleman",2.0,1.0,1.0,112.0,60.0,6833333.333333333,Kalasan,Sleman,23
245000000.0,https://www.rumah123.com/properti/sleman/hos17164410/,Rumah Murah Siap Huni 200jt an Tipe 36 75 Di Prambanan,"Prambanan, Sleman",2.0,1.0,1.0,75.0,36.0,6805555.555555556,Prambanan,Sleman,46
2400000000.0,https://www.rumah123.com/properti/sleman/hos17139024/,Dijual Murah Rumah Bonus Tanah Bangun Kos Dekat Kampus Uii Jogja,"Sleman, Sleman",4.0,3.0,1.0,403.0,220.0,10909090.909090908,Sleman,Sleman,55
1790000000.0,https://www.rumah123.com/properti/sleman/hos17164364/,Jual Rumah Proses Bangun Purwomartani Design Kontemporer,"Purwomartani   , Sleman",4.0,3.0,1.0,113.0,175.0,10228571.42857143,Purwomartani,Sleman,47
550000000.0,https://www.rumah123.com/properti/sleman/hos14835047/,RUMAH SIAP HUNI di Jl. SIDOMOYO KM 1 MLATI SLEMAN SHM Baru,"Mlati, Sleman",3.0,2.0,1.0,101.0,55.0,10000000.0,Mlati,Sleman,34
2400000000.0,https://www.rumah123.com/properti/yogyakarta/hos17161156/,Rumah Perumahan Furnished SHM Tengah Kota Jogja Dekat Balai Kota,"Gondokusuman, Yogyakarta",3.0,2.0,1.0,121.0,140.0,17142857.14285714,Gondokusuman,Yogyakarta,16
410000000.0,https://www.rumah123.com/properti/bantul/hos15406223/,Rumah Dekat Kantor Bupati di Ringinharjo Bantul Kota Siap Huni,"Bantul, Bantul",2.0,1.0,1.0,80.0,42.0,9761904.761904761,Bantul,Bantul,2
2900000000.0,https://www.rumah123.com/properti/sleman/hos16213992/,Rumah Mewah 2lantai Pinggir Jalan Jogja Dekat Kampus Ugm,"Ngaglik, Sleman",3.0,3.0,2.0,140.0,115.0,25217391.304347824,Ngaglik,Sleman,36
650000000.0,https://www.rumah123.com/properti/yogyakarta/hos17164233/,Rumah dalam perum BMW Wirokerten,"Kotagede, Yogyakarta",4.0,2.0,1.0,90.0,150.0,4333333.333333333,Kotagede,Yogyakarta,27
775000000.0,https://www.rumah123.com/properti/yogyakarta/hos17163922/,"Rumah 2 Lantai Siap Huni Dalam Perumahan di Palagan, Sleman","Sleman, Yogyakarta",2.0,1.0,1.0,132.0,90.0,8611111.111111112,Sleman,Yogyakarta,56
1000000000.0,https://www.rumah123.com/properti/sleman/hos17164105/,KOST EKSLUSIF BELAKANG KAMPUS PUSAT UII,"Ngaglik, Sleman",6.0,6.0,2.0,131.0,115.0,8695652.173913043,Ngaglik,Sleman,36
999000000.0,https://www.rumah123.com/properti/sleman/hos17164062/,Rumah Luas Konsep 2 Lantai Di Utara Stadion Maguwoharjo,"Ngemplak, Sleman",3.0,3.0,1.0,103.0,100.0,9990000.0,Ngemplak,Sleman,37
695000000.0,https://www.rumah123.com/properti/yogyakarta/hos16964336/,"Utara Ugm, Rumah Cantik Kokoh Dekat Jogja Kota","Pogung, Yogyakarta",2.0,2.0,1.0,100.0,65.0,10692307.692307692,Pogung,Yogyakarta,45
675000000.0,https://www.rumah123.com/properti/bantul/hos17163984/,"Rumah Modern Dekat Jogja Kota,gedong Kuning,janti,jec,babarsari","Bantul, Bantul",2.0,1.0,1.0,85.0,45.0,15000000.0,Bantul,Bantul,2
725000000.0,https://www.rumah123.com/properti/sleman/hos17163949/,Rumah Baru Dekat Puskesmas Cebongan Sleman,"Cebongan, Sleman",3.0,2.0,2.0,114.0,71.0,10211267.605633803,Cebongan,Sleman,7
815000000.0,https://www.rumah123.com/properti/yogyakarta/hos16211891/,Rumah 2 Lantai Di Wirosaban Kota Jogja Dekat Kampus Uad Rs Ud,"Umbulharjo, Yogyakarta",2.0,2.0,1.0,75.0,50.0,16300000.0,Umbulharjo,Yogyakarta,60
455000000.0,https://www.rumah123.com/properti/bantul/hos14732633/,Rumah Dekat Rs Pku Gamping di Jl Wates Km 9 Sedayu Siap Huni,"Sedayu, Bantul",2.0,1.0,1.0,83.0,45.0,10111111.111111112,Sedayu,Bantul,50
1300000000.0,https://www.rumah123.com/properti/sleman/hos17163926/,Rumah dalam Perum Dekat mall JCM,"Mlati, Sleman",3.0,1.0,2.0,126.0,80.0,16250000.0,Mlati,Sleman,34
690000000.0,https://www.rumah123.com/properti/bantul/hos17163913/,"Rumah Bantul,dekat Jogja Kota,giwangan,kotagede,uad,bisa Kpr","Bantul, Bantul",3.0,2.0,2.0,76.0,60.0,11500000.0,Bantul,Bantul,2
2430000000.0,https://www.rumah123.com/properti/sleman/hos17138306/,Promo Beli Rumah Gratis 1 Rumah Sleman Jogja,"Sleman, Sleman",4.0,3.0,1.0,192.0,135.0,18000000.0,Sleman,Sleman,55
575000000.0,https://www.rumah123.com/properti/sleman/hos17163865/,Rumah Tingkat Baru Di Purwomartani Dekat Pamela 7,"Kalasan, Sleman",3.0,2.0,1.0,98.0,115.0,5000000.0,Kalasan,Sleman,23
1850000000.0,https://www.rumah123.com/properti/sleman/hos17163849/,Rumah Baru dekat Jogja Bay Maguwoharjo,"Depok, Sleman",3.0,2.0,1.0,126.0,115.0,16086956.52173913,Depok,Sleman,12
3100000000.0,https://www.rumah123.com/properti/sleman/hos17163801/,Rumah Jogja Dijual Dekat Jogja City Mall,"Mlati, Sleman",7.0,4.0,2.0,225.0,300.0,10333333.333333334,Mlati,Sleman,34
750000000.0,https://www.rumah123.com/properti/sleman/hos17163758/,Rumah Baru dekat SD Model Maguwoharjo,"Depok, Sleman",2.0,1.0,1.0,166.0,36.0,20833333.333333332,Depok,Sleman,12
799000000.0,https://www.rumah123.com/properti/sleman/hos17163711/,"1 Unit, Rumah Siap Huni Dekat Sleman City Hall Di Mlati","Mlati, Sleman",3.0,2.0,1.0,111.0,60.0,13316666.666666666,Mlati,Sleman,34
799000000.0,https://www.rumah123.com/properti/yogyakarta/hos16210234/,Rumah 2 Lantai Di Kota Jogja Umbulharjo Dekat Kampus Uty Uad,"Umbulharjo, Yogyakarta",3.0,2.0,2.0,75.0,50.0,15980000.0,Umbulharjo,Yogyakarta,60
3990000000.0,https://www.rumah123.com/properti/sleman/hos17163648/,Dijual Kost Exclusive Putri 2 Lantai Dekat Ugm,"Depok, Sleman",13.0,11.0,10.0,235.0,475.0,8400000.0,Depok,Sleman,12
950000000.0,https://www.rumah123.com/properti/sleman/hos17163635/,Kost Asri Investasi Tepat Untuk Passive Income Dekat Blok O SHM,"Depok, Sleman",4.0,4.0,1.0,90.0,62.0,15322580.64516129,Depok,Sleman,12
800000000.0,https://www.rumah123.com/properti/yogyakarta/hos16077119/,"8 Menit Dari Ringroad Jogja, Desain Bebas Sesukamu","Bantul, Yogyakarta",3.0,2.0,1.0,101.0,60.0,13333333.333333334,Bantul,Yogyakarta,3
4000000000.0,https://www.rumah123.com/properti/sleman/hos17163586/,Kost Eksklusif Barat kampus UTY Jombor,"Mlati, Sleman",15.0,15.0,4.0,207.0,300.0,13333333.333333334,Mlati,Sleman,34
1700000000.0,https://www.rumah123.com/properti/sleman/hos17163508/,KOST FULL PENGHUNI DEKAT KAMPUS UMY,"Gamping, Sleman",10.0,10.0,3.0,100.0,200.0,8500000.0,Gamping,Sleman,13
392000000.0,https://www.rumah123.com/properti/sleman/hos17163488/,Hunian Modern Legalitas Aman Dekat Rsud Sleman Dengan Akses Mudah,"Sayegan, Sleman",2.0,1.0,1.0,80.0,36.0,10888888.888888888,Sayegan,Sleman,49
1450000000.0,https://www.rumah123.com/properti/yogyakarta/hos17163474/,"Rumah Dijual di Yogyakarta, Dekat Bandara Adisutjipto","Danurejan, Yogyakarta",3.0,3.0,1.0,110.0,129.0,11240310.07751938,Danurejan,Yogyakarta,10
1300000000.0,https://www.rumah123.com/properti/sleman/hos17163398/,RUMAH + KOST FULL DEKAT KAMPUS UMY,"Gamping, Sleman",10.0,6.0,3.0,236.0,180.0,7222222.222222222,Gamping,Sleman,13
235000000.0,https://www.rumah123.com/properti/sleman/hos17163345/,Rumah Baru American Style Dan Strategis Diutara Candi Prambanan,"Depok, Sleman",2.0,1.0,1.0,73.0,30.0,7833333.333333333,Depok,Sleman,12
2400000000.0,https://www.rumah123.com/properti/sleman/hos17163315/,KOST EKLUSIF BARU DEKAT KAMPUS UII TERPADU,"Ngaglik, Sleman",10.0,10.0,3.0,175.0,280.0,8571428.57142857,Ngaglik,Sleman,36
1880000000.0,https://www.rumah123.com/properti/sleman/hos17163297/,Dijual Rumah Mewah Paling Murah Di Jombor Sleman,"Mlati, Sleman",3.0,3.0,1.0,121.0,80.0,23500000.0,Mlati,Sleman,34
2660000000.0,https://www.rumah123.com/properti/sleman/hos17163215/,Rumah Baru dlm perumahan Jalan damai,"Mlati, Sleman",3.0,3.0,2.0,153.0,160.0,16625000.0,Mlati,Sleman,34
320000000.0,https://www.rumah123.com/properti/sleman/hos17163171/,Promo Rumah Murah Siap Bangun Yang Banyak Bonusnya,"Ngaglik, Sleman",2.0,1.0,1.0,94.0,36.0,8888888.888888888,Ngaglik,Sleman,36
1650000000.0,https://www.rumah123.com/properti/sleman/hos17163127/,Rumah dalam perumahan Merapi Regency,"Ngaglik, Sleman",4.0,3.0,2.0,125.0,140.0,11785714.285714285,Ngaglik,Sleman,36
1990000000.0,https://www.rumah123.com/properti/yogyakarta/hos16629118/,"Rumah di Cluster, Sleman Yogyakarta","Sleman, Yogyakarta",3.0,3.0,1.0,172.0,100.0,19900000.0,Sleman,Yogyakarta,56
1800000000.0,https://www.rumah123.com/properti/sleman/hos17163042/,RUMAH BARU DEKAT FILOSOPI KOPI PALAGAN,"Ngaglik, Sleman",3.0,3.0,2.0,95.0,150.0,12000000.0,Ngaglik,Sleman,36
550000000.0,https://www.rumah123.com/properti/sleman/hos17163005/,Hunian Minimalis Harga Terjangkau Strategis Purwomartani,"Kalasan, Sleman",3.0,1.0,1.0,116.0,60.0,9166666.666666666,Kalasan,Sleman,23
1700000000.0,https://www.rumah123.com/properti/sleman/hos17162943/,RUMAH DEKAT UGM PERUMAHAN JAKAL KM 6,"Ngaglik, Sleman",3.0,4.0,1.0,151.0,120.0,14166666.666666666,Ngaglik,Sleman,36
1100000000.0,https://www.rumah123.com/properti/sleman/hos17162842/,Rumah Baru Jakal Km 8 Dekat UGM,"Ngaglik, Sleman",3.0,2.0,1.0,138.0,100.0,11000000.0,Ngaglik,Sleman,36
2200000000.0,https://www.rumah123.com/properti/sleman/hos17162771/,Rumah baru Jl Plemburan dekat Ugm,"Ngaglik, Sleman",5.0,4.0,2.0,114.0,150.0,14666666.666666666,Ngaglik,Sleman,36
750000000.0,https://www.rumah123.com/properti/sleman/hos17162716/,Rumah Konsep Smarthome Ada Furnish Dekat Polres Sleman,"Sleman, Sleman",3.0,2.0,2.0,130.0,60.0,12500000.0,Sleman,Sleman,55
237000000.0,https://www.rumah123.com/properti/sleman/hos17162714/,4 Unit Terakhir Rumah Modern Minimalis 200 Jt An Idaman Milenial,"Kalasan, Sleman",2.0,1.0,1.0,60.0,28.0,8464285.714285715,Kalasan,Sleman,23
750000000.0,https://www.rumah123.com/properti/sleman/hos17162682/,Hunian Konsep Smarthome Ada Furnish Dekat Polres Sleman,"Sleman, Sleman",3.0,2.0,2.0,130.0,60.0,12500000.0,Sleman,Sleman,55
1650000000.0,https://www.rumah123.com/properti/sleman/hos17162681/,Rumah baru dalam perumahan merapi regency,"Ngaglik, Sleman",4.0,3.0,2.0,125.0,140.0,11785714.285714285,Ngaglik,Sleman,36
